awards/0/id,awards/0/value/amount,awards/0/suppliers/0/name,awards/0/suppliers/1/name,awards/0/suppliers/2/name
340885-Lp1367-18,1028160,ELECTROPAR SA,Limburg Equities S.A.,SAS PARAGUAY S.A.
