Code,Title,Description,Source
UNCEFACT,UN/CEFACT Recommendation 20,Use the common code from the latest version of the UN/CEFACT Recommendation 20 list of 'Codes for Units of Measure Used in International Trade'.,https://unece.org/trade/uncefact/cl-recommendations
QUDT,"Quantities, Units, Dimensions and Data Types Ontologies",Use the unqualified name from the QUDT Units Vocabulary: for example, 'KiloGM'.,https://www.qudt.org
