Code,Title,Description,Deprecated,Deprecation note
tender,Tender,An open competitive bidding or tendering to form contracts. The process generally involves publicly inviting prospective contractors to submit bids for evaluation and selecting a winner or winners.,1.2,This definition is overly restrictive and can only be respected if the procurement method is 'open'.
