Category,Code,Title_en,Description_en,Source
,NUTS,EU Nomenclature of Territorial Units for Statistics ,The Nomenclature of Territorial Units for Statistics (NUTS) was established by Eurostat in order to provide a single uniform breakdown of territorial units for the production of regional statistics for the European Union.,http://simap.europa.eu/codes-and-nomenclatures/codes-nuts/index_en.htm
