First stage,Second stage
"* The buyer or procuring entity issues an invitation to participate in the process

* Potential suppliers submit requests to participate

* The buyer or procuring entity assesses the requests

* The buyer or procuring entity establishes a list of qualified or selected potential suppliers","* The buyer or procuring entity issues an invitation to bid to the potential suppliers on the list

* Tenderers submit bids

* The buyer or procuring entity evaluates the bids

* The buyer or procuring entity awards a contract to the successful tenderer(s)"
