ocid,id,contracts/0/id,contracts/0/implementation/transactions/0/id,contracts/0/implementation/transactions/0/value/amount,contracts/0/implementation/transactions/0/value/currency,contracts/0/implementation/transactions/0/payer/id,contracts/0/implementation/transactions/0/payer/name,contracts/0/implementation/transactions/0/payee/id,contracts/0/implementation/transactions/0/payee/name
ocds-zinqhl-014665-EB/WTR/EP002-NG,ocds-zinqhl-014665-EB/WTR/EP002-NG-award,ocds-zinqhl-014665-221-contract-1,ocds-zinqhl-0018553175,299990,NGN,NG-001,MINISTRY OF WORKS AND TRANSPORT,NG-CAC-RC 3306867,INNOAGY AGRO VENTURES
