ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/title,tender/documents/0/description,tender/documents/0/url,tender/documents/0/datePublished,tender/documents/0/format,tender/documents/0/language
ocds-zinqhl-014665-EB/WTR/EP002-NG,ocds-zinqhl-014665-EB/WTR/EP002-NG-award,ocds-zinqhl-014665-EB/WTR/EP002-NG,1.0,tenderNotice,Tender Notice,Official tender notice,https://www.ebonyieprocure.eb.gov.ng/admin/0,2022-05-27T16:31:21Z,pdf,en
