ocid,id,awards/0/id,awards/0/title,awards/0/description,awards/0/status,awards/0/date,awards/0/value/amount,awards/0/value/currency,awards/0/contractPeriod/startDate,awards/0/contractPeriod/endDate,awards/0/contractPeriod/durationInDays
ocds-zinqhl-014665-EB/WTR/EP002-NG,ocds-zinqhl-014665-EB/WTR/EP002-NG-award,ocds-zinqhl-221,Procurement of Office Stationeries for Ministry of Works,Procurement of Office Stationeries for Ministry of Works,active,2022-06-25T13:00:00Z,299989.5,NGN,2022-06-25T13:00:00Z,2023-06-25T14:00:00Z,365
