ocid,id,parties/0/id,parties/0/name,parties/0/address/streetAddress,parties/0/address/locality,parties/0/address/region,parties/0/address/postalCode,parties/0/address/countryName,parties/0/contactPoint/name,parties/0/contactPoint/url,parties/0/roles
ocds-zinqhl-014665-EB/WTR/EP002-NG,ocds-zinqhl-014665-EB/WTR/EP002-NG-award,NG-001,MINISTRY OF WORKS AND TRANSPORT,"ABAKALIKI, EBONYI STATE",Abakaliki,Ebonyi East,480,Nigeria,"ENGR. OBASI, OGBONNAYA ABARA",http://www.mowt.eb.gov.ng/,buyer
