ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/title,contracts/0/description,contracts/0/status,contracts/0/period/startDate,contracts/0/period/endDate,contracts/0/period/durationInDays,contracts/0/value/amount,contracts/0/value/currency,contracts/0/dateSigned
ocds-zinqhl-014665-EB/WTR/EP002-NG,ocds-zinqhl-014665-EB/WTR/EP002-NG-award,ocds-zinqhl-014665-221-contract-1,ocds-zinqhl-221,Procurement of Office Stationeries for Ministry of Works,Procurement of Office Stationeries for Ministry of Works,active,2022-06-25T13:00:00Z,2023-06-25T14:00:00Z,365,299989.5,NGN,2022-06-27T09:04:00Z
